Date,price,crop,district,lag_1,lag_2,lag_3,lag_13,rolling_mean_4,rolling_std_4
2021-01-10,170.0,Beans,Kandy,,,,,,
2021-01-17,178.33333333333334,Beans,Kandy,170.0,,,,,
2021-01-24,186.66666666666666,Beans,Kandy,178.33333333333334,170.0,,,,
2021-01-31,195.0,Beans,Kandy,186.66666666666666,178.33333333333334,170.0,,182.5,10.758287072798371
2021-02-07,202.5,Beans,Kandy,195.0,186.66666666666666,178.33333333333334,,190.625,10.438865235618634
2021-02-14,210.0,Beans,Kandy,202.5,195.0,186.66666666666666,,198.54166666666666,10.008676791220253
2021-02-21,135.0,Beans,Kandy,210.0,202.5,195.0,,185.625,34.30105683503062
2021-02-28,125.0,Beans,Kandy,135.0,210.0,202.5,,168.125,44.31774475308961
2021-03-07,146.66666666666666,Beans,Kandy,125.0,135.0,210.0,,154.16666666666666,38.260800944163364
2021-03-14,168.33333333333334,Beans,Kandy,146.66666666666666,125.0,135.0,,143.75,18.627687476998982
2021-03-21,190.0,Beans,Kandy,168.33333333333334,146.66666666666666,125.0,,157.5,27.97154638927586
2021-03-28,175.0,Beans,Kandy,190.0,168.33333333333334,146.66666666666666,,170.0,18.0020574955775
2021-04-04,115.0,Beans,Kandy,175.0,190.0,168.33333333333334,,162.08333333333334,32.67049297318781
2021-04-11,170.0,Beans,Kandy,115.0,175.0,190.0,170.0,162.5,32.78719262151005
2021-04-18,117.5,Beans,Kandy,170.0,115.0,175.0,178.33333333333334,144.375,32.55604142602929
2021-04-25,65.0,Beans,Kandy,117.5,170.0,115.0,186.66666666666666,116.875,42.8842919960211
2021-05-02,95.0,Beans,Kandy,65.0,117.5,170.0,195.0,111.875,44.31774475308958
2021-05-09,215.0,Beans,Kandy,95.0,65.0,117.5,202.5,123.125,64.91581086299392
2021-05-16,95.0,Beans,Kandy,215.0,95.0,65.0,210.0,117.5,66.52067347825034
2021-05-23,125.0,Beans,Kandy,95.0,215.0,95.0,135.0,132.5,56.78908345800274
2021-05-30,110.0,Beans,Kandy,125.0,95.0,215.0,125.0,136.25,53.909646632119575
2021-06-06,95.0,Beans,Kandy,110.0,125.0,95.0,146.66666666666666,106.25,14.36140661634504
2021-06-13,118.0,Beans,Kandy,95.0,110.0,125.0,168.33333333333334,112.0,12.884098726725108
2021-06-20,141.0,Beans,Kandy,118.0,95.0,110.0,190.0,116.0,19.20069443188622
2021-06-27,164.0,Beans,Kandy,141.0,118.0,95.0,175.0,129.5,29.692872320923545
2021-07-04,187.0,Beans,Kandy,164.0,141.0,118.0,115.0,152.5,29.69287232092357
2021-07-11,210.0,Beans,Kandy,187.0,164.0,141.0,170.0,175.5,29.692872320923595
2021-07-18,205.0,Beans,Kandy,210.0,187.0,164.0,117.5,191.5,20.824664863249822
2021-07-25,210.0,Beans,Kandy,205.0,210.0,187.0,65.0,203.0,10.923979738782895
2021-08-01,245.0,Beans,Kandy,210.0,205.0,210.0,95.0,217.5,18.484227510682555
2021-08-08,155.0,Beans,Kandy,245.0,210.0,205.0,215.0,203.75,37.05289012569293
2021-08-15,175.0,Beans,Kandy,155.0,245.0,210.0,95.0,196.25,39.66001344763605
2021-08-22,195.0,Beans,Kandy,175.0,155.0,245.0,125.0,192.5,38.622100754188295
2021-08-29,173.33333333333334,Beans,Kandy,195.0,175.0,155.0,110.0,174.58333333333334,16.351180725290615
2021-09-05,151.66666666666666,Beans,Kandy,173.33333333333334,195.0,175.0,95.0,173.75,17.710375699216875
2021-09-12,130.0,Beans,Kandy,151.66666666666666,173.33333333333334,195.0,118.0,162.5,27.971546389275847
2021-09-19,130.0,Beans,Kandy,130.0,151.66666666666666,173.33333333333334,141.0,146.25,20.744254001387375
2021-09-26,125.0,Beans,Kandy,130.0,130.0,151.66666666666666,164.0,134.16666666666666,11.902380714238117
2021-10-03,125.0,Beans,Kandy,125.0,130.0,130.0,187.0,127.5,2.8867513459481735
2021-10-10,200.0,Beans,Kandy,125.0,125.0,130.0,210.0,145.0,36.742346141747696
2021-10-17,275.0,Beans,Kandy,200.0,125.0,125.0,205.0,181.25,71.80703308172538
2021-10-24,235.0,Beans,Kandy,275.0,200.0,125.0,210.0,208.75,63.68869601428503
2021-10-31,160.0,Beans,Kandy,235.0,275.0,200.0,245.0,217.5,49.07477288111826
2021-11-07,195.0,Beans,Kandy,160.0,235.0,275.0,155.0,216.25,49.72842915945237
2021-11-14,230.0,Beans,Kandy,195.0,160.0,235.0,175.0,205.0,34.88074922742732
2021-11-21,365.0,Beans,Kandy,230.0,195.0,160.0,195.0,237.5,89.67534034876408
2021-11-28,350.0,Beans,Kandy,365.0,230.0,195.0,173.33333333333334,285.0,85.14693182963207
2021-12-05,282.5,Beans,Kandy,350.0,365.0,230.0,151.66666666666666,306.875,62.56246878121107
2021-12-12,215.0,Beans,Kandy,282.5,350.0,365.0,130.0,303.125,68.8408490650719
2021-12-19,370.0,Beans,Kandy,215.0,282.5,350.0,130.0,304.375,70.36733972518792
2021-12-26,370.0,Beans,Kandy,370.0,215.0,282.5,125.0,309.375,75.23227919804998
2022-01-02,370.0,Beans,Kandy,370.0,370.0,215.0,125.0,331.25,77.50000000000007
2022-01-09,260.0,Beans,Kandy,370.0,370.0,370.0,200.0,342.5,55.0
2022-01-16,267.5,Beans,Kandy,260.0,370.0,370.0,275.0,316.875,61.419832573309186
2022-01-23,335.0,Beans,Kandy,267.5,260.0,370.0,235.0,308.125,53.282853714867784
2022-01-30,415.0,Beans,Kandy,335.0,267.5,260.0,160.0,319.375,72.12185868375828
2022-02-06,515.0,Beans,Kandy,415.0,335.0,267.5,195.0,383.125,106.60235691578306
2022-02-13,342.5,Beans,Kandy,515.0,415.0,335.0,230.0,401.875,83.60061303602983
2022-02-20,170.0,Beans,Kandy,342.5,515.0,415.0,365.0,360.625,145.4357676089345
2022-02-27,210.0,Beans,Kandy,170.0,342.5,515.0,350.0,309.375,155.64884355497153
2022-03-06,190.0,Beans,Kandy,210.0,170.0,342.5,282.5,228.125,77.97903030088708
2022-03-13,385.0,Beans,Kandy,190.0,210.0,170.0,215.0,238.75,98.85806323546231
2022-03-20,190.0,Beans,Kandy,385.0,190.0,210.0,370.0,243.75,94.63746615373849
2022-03-27,170.0,Beans,Kandy,190.0,385.0,190.0,370.0,233.75,101.27314550264546
2022-04-03,130.0,Beans,Kandy,170.0,190.0,385.0,370.0,218.75,113.60567767501763
2022-04-10,290.0,Beans,Kandy,130.0,170.0,190.0,260.0,195.0,68.06859285554047
2022-04-17,237.5,Beans,Kandy,290.0,130.0,170.0,267.5,206.875,70.98635432250343
2022-04-24,185.0,Beans,Kandy,237.5,290.0,130.0,335.0,210.625,68.75000000000001
2022-05-01,237.5,Beans,Kandy,185.0,237.5,290.0,415.0,237.5,42.86607049870564
2022-05-08,335.0,Beans,Kandy,237.5,185.0,237.5,515.0,248.75,62.59992012774459
2022-05-15,337.5,Beans,Kandy,335.0,237.5,185.0,342.5,273.75,75.291101731878
2022-05-22,340.0,Beans,Kandy,337.5,335.0,237.5,170.0,312.5,50.041649320008126
2022-05-29,435.0,Beans,Kandy,340.0,337.5,335.0,210.0,361.875,48.79271632802041
2022-06-05,355.0,Beans,Kandy,435.0,340.0,337.5,190.0,366.875,46.06946747394999
2022-06-12,275.0,Beans,Kandy,355.0,435.0,340.0,385.0,351.25,65.7488909919146
2022-06-19,565.0,Beans,Kandy,275.0,355.0,435.0,190.0,407.5,123.65947867699698
2022-06-26,540.0,Beans,Kandy,565.0,275.0,355.0,170.0,433.75,141.32556975532302
2022-07-03,475.0,Beans,Kandy,540.0,565.0,275.0,130.0,463.75,131.42646866847892
2022-07-10,225.0,Beans,Kandy,475.0,540.0,565.0,290.0,451.25,155.53000782271354
2022-07-17,315.0,Beans,Kandy,225.0,475.0,540.0,237.5,388.75,144.4169311403618
2022-07-24,335.0,Beans,Kandy,315.0,225.0,475.0,185.0,337.5,103.40051579497401
2022-07-31,280.0,Beans,Kandy,335.0,315.0,225.0,237.5,288.75,48.19664580307089
2022-08-07,267.5,Beans,Kandy,280.0,335.0,315.0,335.0,299.375,31.116381002081056
2022-08-14,255.0,Beans,Kandy,267.5,280.0,335.0,337.5,284.375,35.259454996733446
2022-08-21,440.0,Beans,Kandy,255.0,267.5,280.0,340.0,310.625,86.8517654781218
2022-08-28,190.0,Beans,Kandy,440.0,255.0,267.5,435.0,288.125,106.79760843140015
2022-09-04,365.0,Beans,Kandy,190.0,440.0,255.0,355.0,312.5,111.54221921168089
2022-09-11,540.0,Beans,Kandy,365.0,190.0,440.0,275.0,383.75,147.72581584363198
2022-09-18,390.0,Beans,Kandy,540.0,365.0,190.0,565.0,371.25,143.43262065048756
2022-09-25,275.0,Beans,Kandy,390.0,540.0,365.0,540.0,392.5,110.03787226829378
2022-10-02,215.0,Beans,Kandy,275.0,390.0,540.0,475.0,355.0,143.11999627352336
2022-10-09,190.0,Beans,Kandy,215.0,275.0,390.0,225.0,267.5,89.11602923529902
2022-10-16,327.5,Beans,Kandy,190.0,215.0,275.0,315.0,251.875,61.758096635178156
2022-10-23,255.0,Beans,Kandy,327.5,190.0,215.0,335.0,246.875,60.047724075660604
2022-10-30,265.0,Beans,Kandy,255.0,327.5,190.0,280.0,259.375,56.28702485179573
2022-11-06,340.0,Beans,Kandy,265.0,255.0,327.5,267.5,296.875,43.07817506193443
2022-11-13,415.0,Beans,Kandy,340.0,265.0,255.0,255.0,318.75,74.5402575793779
2022-11-20,365.0,Beans,Kandy,415.0,340.0,265.0,440.0,346.25,62.50000000000002
2022-11-27,335.0,Beans,Kandy,365.0,415.0,340.0,190.0,363.75,36.600318759996284
2022-12-04,365.0,Beans,Kandy,335.0,365.0,415.0,365.0,370.0,33.16624790355404
2022-12-11,395.0,Beans,Kandy,365.0,335.0,365.0,540.0,365.0,24.494897427831834
2022-12-18,425.0,Beans,Kandy,395.0,365.0,335.0,390.0,380.0,38.729833462074204
2022-12-25,440.0,Beans,Kandy,425.0,395.0,365.0,275.0,406.25,33.260336739125215
2023-01-01,565.0,Beans,Kandy,440.0,425.0,395.0,215.0,456.25,74.87489565935971
2023-01-08,445.0,Beans,Kandy,565.0,440.0,425.0,190.0,468.75,64.7269907637713
2023-01-15,325.0,Beans,Kandy,445.0,565.0,440.0,327.5,443.75,98.0114789195633
2023-01-22,420.0,Beans,Kandy,325.0,445.0,565.0,255.0,438.75,98.77373132569207
2023-01-29,375.0,Beans,Kandy,420.0,325.0,445.0,265.0,391.25,52.81650625830277
2023-02-05,435.0,Beans,Kandy,375.0,420.0,325.0,340.0,388.75,49.56056900399756
2023-02-12,390.0,Beans,Kandy,435.0,375.0,420.0,415.0,405.0,27.38612787525836
2023-02-19,365.0,Beans,Kandy,390.0,435.0,375.0,365.0,391.25,30.923292192132504
2023-02-26,315.0,Beans,Kandy,365.0,390.0,435.0,335.0,376.25,50.062460986252
2023-03-05,220.0,Beans,Kandy,315.0,365.0,390.0,365.0,322.5,75.11102892829169
2023-03-12,210.0,Beans,Kandy,220.0,315.0,365.0,395.0,277.5,75.11102892829169
2023-03-19,210.0,Beans,Kandy,210.0,220.0,315.0,425.0,238.75,51.051444641655394
2023-03-26,160.0,Beans,Kandy,210.0,210.0,220.0,440.0,200.0,27.080128015453308
2023-04-02,130.0,Beans,Kandy,160.0,210.0,210.0,565.0,177.5,39.47573094109011
2023-04-09,120.0,Beans,Kandy,130.0,160.0,210.0,445.0,155.0,40.414518843273875
2023-04-16,105.0,Beans,Kandy,120.0,130.0,160.0,325.0,128.75,23.22893310794404
2023-04-23,90.0,Beans,Kandy,105.0,120.0,130.0,420.0,111.25,17.500000000000153
2023-04-30,150.0,Beans,Kandy,90.0,105.0,120.0,375.0,116.25,25.6173769148991
2023-05-07,230.0,Beans,Kandy,150.0,90.0,105.0,435.0,143.75,62.898728127045665
2023-05-14,290.0,Beans,Kandy,230.0,150.0,90.0,390.0,190.0,87.93937305515283
2023-05-21,435.0,Beans,Kandy,290.0,230.0,150.0,365.0,276.25,120.3726851629278
2023-05-28,265.0,Beans,Kandy,435.0,290.0,230.0,315.0,305.0,90.09254501159721
2023-06-04,310.0,Beans,Kandy,265.0,435.0,290.0,220.0,325.0,75.60864148142505
2023-06-11,245.0,Beans,Kandy,310.0,265.0,435.0,210.0,313.75,85.28139695541266
2023-06-18,375.0,Beans,Kandy,245.0,310.0,265.0,210.0,298.75,57.64474535173756
2023-06-25,390.0,Beans,Kandy,375.0,245.0,310.0,160.0,330.0,66.4580067912563
2023-07-02,415.0,Beans,Kandy,390.0,375.0,245.0,130.0,356.25,75.97971220442118
2023-07-09,315.0,Beans,Kandy,415.0,390.0,375.0,120.0,373.75,42.50000000000003
2023-07-16,410.0,Beans,Kandy,315.0,415.0,390.0,105.0,382.5,46.2781445897161
2023-07-23,325.0,Beans,Kandy,410.0,315.0,415.0,90.0,366.25,53.59959576962003
2023-07-30,360.0,Beans,Kandy,325.0,410.0,315.0,150.0,352.5,42.91464396527914
2023-08-06,365.0,Beans,Kandy,360.0,325.0,410.0,230.0,365.0,34.88074922742728
2023-08-13,335.0,Beans,Kandy,365.0,360.0,325.0,290.0,346.25,19.311050377094176
2023-08-20,355.0,Beans,Kandy,335.0,365.0,360.0,435.0,353.75,13.149778198383014
2023-08-27,315.0,Beans,Kandy,355.0,335.0,365.0,265.0,342.5,22.173557826083513
2023-09-03,290.0,Beans,Kandy,315.0,355.0,335.0,310.0,323.75,27.801378862687177
2023-09-10,240.0,Beans,Kandy,290.0,315.0,355.0,245.0,300.0,48.13176359397887
2023-09-17,350.0,Beans,Kandy,240.0,290.0,315.0,375.0,298.75,46.25563028792642
2023-09-24,340.0,Beans,Kandy,350.0,240.0,290.0,390.0,305.0,50.66228051190224
2023-10-01,215.0,Beans,Kandy,340.0,350.0,240.0,415.0,286.25,68.7234797333973
2023-10-08,235.0,Beans,Kandy,215.0,340.0,350.0,315.0,285.0,69.88085097745545
2023-10-15,315.0,Beans,Kandy,235.0,215.0,340.0,410.0,276.25,60.60459278525572
2023-10-22,335.0,Beans,Kandy,315.0,235.0,215.0,325.0,275.0,58.878405775519006
2023-10-29,400.0,Beans,Kandy,335.0,315.0,235.0,360.0,321.25,67.99203384711086
2023-11-05,375.0,Beans,Kandy,400.0,335.0,315.0,365.0,356.25,38.37859646556489
2023-11-12,265.0,Beans,Kandy,375.0,400.0,335.0,335.0,343.75,58.93145736079051
2023-11-19,315.0,Beans,Kandy,265.0,375.0,400.0,355.0,338.75,60.7419404804731
2023-11-26,435.0,Beans,Kandy,315.0,265.0,375.0,315.0,347.5,73.6545993132812
2023-12-03,475.0,Beans,Kandy,435.0,315.0,265.0,290.0,372.5,98.78427675158298
2023-12-10,425.0,Beans,Kandy,475.0,435.0,315.0,240.0,412.5,68.4957419601151
2023-12-17,425.0,Beans,Kandy,425.0,475.0,435.0,350.0,440.0,23.80476142847628
2023-12-24,375.0,Beans,Kandy,425.0,425.0,475.0,340.0,425.0,40.82482904638637
2023-12-31,575.0,Beans,Kandy,375.0,425.0,425.0,215.0,450.0,86.6025403784439
2024-01-07,475.0,Beans,Kandy,575.0,375.0,425.0,235.0,462.5,85.39125638299669
2024-01-14,475.0,Beans,Kandy,475.0,575.0,375.0,315.0,475.0,81.64965809277264
2024-01-21,950.0,Beans,Kandy,475.0,475.0,575.0,335.0,618.75,225.80873174732048
2024-01-28,630.0,Beans,Kandy,950.0,475.0,475.0,400.0,632.5,223.92334998089564
2024-02-04,575.0,Beans,Kandy,630.0,950.0,475.0,375.0,657.5,205.2843556305903
2024-02-11,830.0,Beans,Kandy,575.0,630.0,950.0,265.0,746.25,174.51719113027232
2024-02-18,775.0,Beans,Kandy,830.0,575.0,630.0,315.0,702.5,119.756697794598
2024-02-25,525.0,Beans,Kandy,775.0,830.0,575.0,435.0,676.25,148.90573080532081
2024-03-03,430.0,Beans,Kandy,525.0,775.0,830.0,475.0,640.0,192.91621670213905
2024-03-10,425.0,Beans,Kandy,430.0,525.0,775.0,425.0,538.75,164.08204248688114
2024-03-17,275.0,Beans,Kandy,425.0,430.0,525.0,425.0,413.75,103.30980915027705
2024-03-24,160.0,Beans,Kandy,275.0,425.0,430.0,375.0,322.5,130.0320473319302
2024-03-31,110.0,Beans,Kandy,160.0,275.0,425.0,575.0,242.5,139.91068579633225
2024-04-07,110.0,Beans,Kandy,110.0,160.0,275.0,475.0,163.75,77.8219120813669
2024-04-14,113.33333333333333,Beans,Kandy,110.0,110.0,160.0,475.0,123.33333333333333,24.494897427831788
2024-04-21,116.66666666666667,Beans,Kandy,113.33333333333333,110.0,110.0,950.0,112.5,3.191423692521155
2024-04-28,120.0,Beans,Kandy,116.66666666666667,113.33333333333333,110.0,630.0,115.0,4.303314829119374
2024-05-05,165.0,Beans,Kandy,120.0,116.66666666666667,113.33333333333333,575.0,128.75,24.319440478456436
2024-05-12,175.0,Beans,Kandy,165.0,120.0,116.66666666666667,830.0,144.16666666666669,30.138568866708546
2024-05-19,215.0,Beans,Kandy,175.0,165.0,120.0,775.0,168.75,39.024564913227
2024-05-26,375.0,Beans,Kandy,215.0,175.0,165.0,525.0,232.5,97.4251849711699
2024-06-02,575.0,Beans,Kandy,375.0,215.0,175.0,430.0,335.0,181.84242262647808
2024-06-09,625.0,Beans,Kandy,575.0,375.0,215.0,425.0,447.5,188.9223826513594
2024-06-16,415.0,Beans,Kandy,625.0,575.0,375.0,275.0,497.5,121.2091855705114
2024-06-23,525.0,Beans,Kandy,415.0,625.0,575.0,160.0,535.0,89.81462390204985
2024-06-30,525.0,Beans,Kandy,525.0,415.0,625.0,110.0,522.5,85.78072821638511
2024-07-07,540.0,Beans,Kandy,525.0,525.0,415.0,110.0,501.25,57.9331511312823
2024-07-14,475.0,Beans,Kandy,540.0,525.0,525.0,113.33333333333333,516.25,28.394541729001293
2024-07-21,475.0,Beans,Kandy,475.0,540.0,525.0,116.66666666666667,503.75,33.75771516754843
2024-07-28,475.0,Beans,Kandy,475.0,475.0,540.0,120.0,491.25,32.49999999999994
2024-08-04,465.0,Beans,Kandy,475.0,475.0,475.0,165.0,472.5,5.0
2024-08-11,375.0,Beans,Kandy,465.0,475.0,475.0,175.0,447.5,48.562674281111555
2024-08-18,375.0,Beans,Kandy,375.0,465.0,475.0,215.0,422.5,55.0
2024-08-25,365.0,Beans,Kandy,375.0,375.0,465.0,375.0,395.0,46.9041575982343
2024-09-01,315.0,Beans,Kandy,365.0,375.0,375.0,575.0,357.5,28.722813232690154
2024-09-08,225.0,Beans,Kandy,315.0,365.0,375.0,625.0,320.0,68.55654600401044
2024-09-15,210.0,Beans,Kandy,225.0,315.0,365.0,415.0,278.75,73.86643351347081
2024-09-22,165.0,Beans,Kandy,210.0,225.0,315.0,525.0,228.75,62.898728127045636
2024-09-29,265.0,Beans,Kandy,165.0,210.0,225.0,525.0,216.25,41.3067791046458
2024-10-06,225.0,Beans,Kandy,265.0,165.0,210.0,540.0,216.25,41.3067791046458
2024-10-13,325.0,Beans,Kandy,225.0,265.0,165.0,475.0,245.0,67.33003292241388
2024-10-20,300.0,Beans,Kandy,325.0,225.0,265.0,475.0,278.75,43.46933785248327
2024-10-27,335.0,Beans,Kandy,300.0,325.0,225.0,475.0,296.25,49.728429159452325
2024-11-03,275.0,Beans,Kandy,335.0,300.0,325.0,465.0,308.75,26.887109674836164
2024-11-10,225.0,Beans,Kandy,275.0,335.0,300.0,375.0,283.75,46.2556302879264
2024-11-17,365.0,Beans,Kandy,225.0,275.0,335.0,375.0,300.0,62.449979983983994
2024-11-24,375.0,Beans,Kandy,365.0,225.0,275.0,365.0,310.0,72.34178138070236
2024-12-01,375.0,Beans,Kandy,375.0,365.0,225.0,315.0,335.0,73.48469228349535
2024-12-08,625.0,Beans,Kandy,375.0,375.0,365.0,225.0,435.0,126.75435561221028
2024-12-15,525.0,Beans,Kandy,625.0,375.0,375.0,210.0,475.0,122.4744871391589
2024-12-22,265.0,Beans,Kandy,525.0,625.0,375.0,165.0,447.5,159.24300089276554
2024-12-29,425.0,Beans,Kandy,265.0,525.0,625.0,265.0,460.0,153.51438586225936
2025-01-05,395.0,Beans,Kandy,425.0,265.0,525.0,225.0,402.5,107.19919153923999
2025-01-12,365.0,Beans,Kandy,395.0,425.0,265.0,325.0,362.5,69.462219947249
2025-01-19,275.0,Beans,Kandy,365.0,395.0,425.0,300.0,365.0,64.80740698407857
2025-01-26,465.0,Beans,Kandy,275.0,365.0,395.0,335.0,375.0,78.74007874011808
2025-02-02,475.0,Beans,Kandy,465.0,275.0,365.0,275.0,395.0,94.16297927883687
2025-02-09,500.0,Beans,Kandy,475.0,465.0,275.0,225.0,428.75,103.55151696941316
2025-02-16,425.0,Beans,Kandy,500.0,475.0,465.0,365.0,466.25,31.191612120354776
2025-02-23,325.0,Beans,Kandy,425.0,500.0,475.0,375.0,431.25,77.39239842086128
2025-03-02,240.0,Beans,Kandy,325.0,425.0,500.0,375.0,372.5,113.76144631054348
2025-03-09,165.0,Beans,Kandy,240.0,325.0,425.0,625.0,288.75,111.90583839401171
2025-03-16,475.0,Beans,Kandy,165.0,240.0,325.0,525.0,301.25,133.00219296437683
2025-03-23,475.0,Beans,Kandy,475.0,165.0,240.0,265.0,338.75,160.2797034353799
2025-03-30,475.0,Beans,Kandy,475.0,475.0,165.0,425.0,397.5,155.0
2025-04-06,475.0,Beans,Kandy,475.0,475.0,475.0,395.0,475.0,0.0
2025-04-13,425.0,Beans,Kandy,475.0,475.0,475.0,365.0,462.5,25.0
2025-04-20,400.0,Beans,Kandy,425.0,475.0,475.0,275.0,443.75,37.5
2025-04-27,375.0,Beans,Kandy,400.0,425.0,475.0,465.0,418.75,42.69562819149832
2025-05-04,475.0,Beans,Kandy,375.0,400.0,425.0,475.0,418.75,42.69562819149832
2025-05-11,575.0,Beans,Kandy,475.0,375.0,400.0,500.0,456.25,89.84941105353259
2025-05-18,425.0,Beans,Kandy,575.0,475.0,375.0,425.0,462.5,85.39125638299664
2025-05-25,225.0,Beans,Kandy,425.0,575.0,475.0,325.0,425.0,147.19601443879745
2025-06-01,225.0,Beans,Kandy,225.0,425.0,575.0,240.0,362.5,170.17148213885113
2025-06-08,375.0,Beans,Kandy,225.0,225.0,425.0,165.0,312.5,103.07764064044152
2025-06-15,375.0,Beans,Kandy,375.0,225.0,225.0,475.0,300.0,86.60254037844388
2025-06-22,475.0,Beans,Kandy,375.0,375.0,225.0,475.0,362.5,103.07764064044152
2025-06-29,575.0,Beans,Kandy,475.0,375.0,375.0,475.0,450.0,95.74271077563382
2025-07-06,425.0,Beans,Kandy,575.0,475.0,375.0,475.0,462.5,85.39125638299666
2025-07-13,375.0,Beans,Kandy,425.0,575.0,475.0,425.0,462.5,85.39125638299666
2025-07-20,325.0,Beans,Kandy,375.0,425.0,575.0,400.0,425.0,108.01234497346435
2025-07-27,400.0,Beans,Kandy,325.0,375.0,425.0,375.0,381.25,42.69562819149835
2025-08-03,675.0,Beans,Kandy,400.0,325.0,375.0,475.0,443.75,157.28821740147396
2025-08-10,625.0,Beans,Kandy,675.0,400.0,325.0,575.0,506.25,170.01838135919303
2025-08-17,575.0,Beans,Kandy,625.0,675.0,400.0,425.0,568.75,119.67838846954227
2025-08-24,525.0,Beans,Kandy,575.0,625.0,675.0,225.0,600.0,64.5497224367903
2025-08-31,375.0,Beans,Kandy,525.0,575.0,625.0,225.0,525.0,108.01234497346435
2025-09-07,315.0,Beans,Kandy,375.0,525.0,575.0,375.0,447.5,122.57650672131265
2025-09-14,365.0,Beans,Kandy,315.0,375.0,525.0,375.0,395.0,90.5538513813742
2025-09-21,375.0,Beans,Kandy,365.0,315.0,375.0,475.0,357.5,28.722813232690232
2025-09-28,265.0,Beans,Kandy,375.0,365.0,315.0,575.0,330.0,50.66228051190227
2025-10-05,265.0,Beans,Kandy,265.0,375.0,365.0,425.0,317.5,60.759087111860666
2025-10-12,275.0,Beans,Kandy,265.0,265.0,375.0,375.0,295.0,53.54126134736343
2025-10-19,285.0,Beans,Kandy,275.0,265.0,265.0,325.0,272.5,9.574271077563692
2025-10-26,185.0,Beans,Kandy,285.0,275.0,265.0,400.0,252.5,45.73474244670754
2025-11-02,335.0,Beans,Kandy,185.0,285.0,275.0,675.0,270.0,62.44997998398403
2025-11-09,425.0,Beans,Kandy,335.0,185.0,285.0,625.0,307.5,100.12492197250397
2025-11-16,265.0,Beans,Kandy,425.0,335.0,185.0,575.0,302.5,102.10288928331072
2025-11-23,300.0,Beans,Kandy,265.0,425.0,335.0,525.0,331.25,68.72347973339733
2025-11-30,525.0,Beans,Kandy,300.0,265.0,425.0,375.0,378.75,119.25987031129404
2025-12-07,750.0,Beans,Kandy,525.0,300.0,265.0,315.0,460.0,225.055548698538
2021-01-10,155.0,Beans,Matale,,,,,,
2021-01-17,174.0,Beans,Matale,155.0,,,,,
2021-01-24,193.0,Beans,Matale,174.0,155.0,,,,
2021-01-31,212.0,Beans,Matale,193.0,174.0,155.0,,183.5,24.528894525980306
2021-02-07,231.0,Beans,Matale,212.0,193.0,174.0,,202.5,24.528894525980306
2021-02-14,250.0,Beans,Matale,231.0,212.0,193.0,,221.5,24.528894525980306
2021-02-21,125.0,Beans,Matale,250.0,231.0,212.0,,204.5,55.22378714527524
2021-02-28,155.0,Beans,Matale,125.0,250.0,231.0,,190.25,59.80732953966986
2021-03-07,166.66666666666666,Beans,Matale,155.0,125.0,250.0,,174.16666666666666,53.51531452667441
2021-03-14,178.33333333333334,Beans,Matale,166.66666666666666,155.0,125.0,,156.25,22.907826577799085
2021-03-21,190.0,Beans,Matale,178.33333333333334,166.66666666666666,155.0,,172.5,15.061601901917724
2021-03-28,145.0,Beans,Matale,190.0,178.33333333333334,166.66666666666666,,170.0,19.196836159078877
2021-04-04,142.5,Beans,Matale,145.0,190.0,178.33333333333334,,163.95833333333334,23.83755790064633
2021-04-11,120.0,Beans,Matale,142.5,145.0,190.0,155.0,149.375,29.323980516521516
2021-04-18,82.5,Beans,Matale,120.0,142.5,145.0,174.0,122.5,28.93959225697557
2021-04-25,45.0,Beans,Matale,82.5,120.0,142.5,193.0,97.5,42.86607049870562
2021-05-02,100.0,Beans,Matale,45.0,82.5,120.0,212.0,86.875,31.844348007142496
2021-05-09,245.0,Beans,Matale,100.0,45.0,82.5,231.0,118.125,87.63976932116303
2021-05-16,245.0,Beans,Matale,245.0,100.0,45.0,250.0,158.75,102.0926866463346
2021-05-23,245.0,Beans,Matale,245.0,245.0,100.0,125.0,208.75,72.50000000000001
2021-05-30,280.0,Beans,Matale,245.0,245.0,245.0,155.0,253.75,17.5
2021-06-06,315.0,Beans,Matale,280.0,245.0,245.0,166.66666666666666,271.25,33.50994877147183
2021-06-13,294.0,Beans,Matale,315.0,280.0,245.0,178.33333333333334,283.5,29.422213830143143
2021-06-20,273.0,Beans,Matale,294.0,315.0,280.0,190.0,290.5,18.52025917745213
2021-06-27,252.0,Beans,Matale,273.0,294.0,315.0,145.0,283.5,27.110883423451916
2021-07-04,231.0,Beans,Matale,252.0,273.0,294.0,142.5,262.5,27.110883423451916
2021-07-11,210.0,Beans,Matale,231.0,252.0,273.0,120.0,241.5,27.110883423451916
2021-07-18,185.0,Beans,Matale,210.0,231.0,252.0,82.5,219.5,28.687976575562104
2021-07-25,235.0,Beans,Matale,185.0,210.0,231.0,45.0,215.25,22.954665466232925
2021-08-01,245.0,Beans,Matale,235.0,185.0,210.0,100.0,218.75,26.887109674836125
2021-08-08,107.5,Beans,Matale,245.0,235.0,185.0,245.0,193.125,62.82830439645282
2021-08-15,151.25,Beans,Matale,107.5,245.0,235.0,245.0,184.6875,66.44527039852673
2021-08-22,195.0,Beans,Matale,151.25,107.5,245.0,245.0,174.6875,58.93477149923181
